,X5.FLUOROURACIL,AZ960,AZD2014,AZD4547,AZD5363,AZD5438,AZD6482,AZD7762,AZD8055,BI.2536,BIBR.1532,BMS.345541,BMS.754807,GSK1904529A,I.BET.762,LY2109761,MG.132,MK.1775,MK.2206,OSI.027,OTX015,P22077,PLX.4720,PRT062607,VE.822,AFATINIB,ALISERTIB,ALPELISIB,AXITINIB,BORTEZOMIB,BUPARLISIB,CAMPTOTHECIN,CARMUSTINE,CEDIRANIB,CISPLATIN,CRIZOTINIB,CYCLOPHOSPHAMIDE,CYTARABINE,DABRAFENIB,DASATINIB,DINACICLIB,DOCETAXEL,ENTINOSTAT,EPIRUBICIN,ERLOTINIB,FLUDARABINE,FORETINIB,FULVESTRANT,GEFITINIB,GEMCITABINE,IBRUTINIB,IRINOTECAN,LAPATINIB,LINSITINIB,MITOXANTRONE,NAVITOCLAX,NELARABINE,NILOTINIB,NIRAPARIB,OLAPARIB,OSIMERTINIB,OXALIPLATIN,PACLITAXEL,PALBOCICLIB,PEVONEDISTAT,RIBOCICLIB,RUXOLITINIB,SELUMETINIB,SORAFENIB,TALAZOPARIB,TAMOXIFEN,TASELISIB,TEMOZOLOMIDE,TENIPOSIDE,TOPOTECAN,TOZASERTIB,TRAMETINIB,UPROSERTIB,VENETOCLAX,VINBLASTINE,VINCRISTINE,VINORELBINE,VORINOSTAT
ACH-000753,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant
ACH-000735,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000404,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000882,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000210,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant
ACH-000090,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant
ACH-000605,resistant,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive
ACH-000458,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive
ACH-000688,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,resistant
ACH-000826,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000018,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000721,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000092,resistant,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000669,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000648,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant
ACH-000950,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,sensitive,resistant,sensitive,sensitive,sensitive,resistant
ACH-000367,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,resistant
ACH-000589,resistant,sensitive,sensitive,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,resistant,resistant,sensitive,resistant,sensitive,resistant,resistant,sensitive,resistant,resistant,resistant,resistant,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,resistant,resistant,resistant,sensitive,resistant,resistant,resistant,sensitive,sensitive,sensitive,sensitive,sensitive,resistant,sensitive,sensitive,sensitive,sensitive
